date,open,high,low,close,volume
1992-03-20,1.2165,1.2165,1.1841,1.2026,33148800
1992-03-23,1.1749,1.1795,1.1656,1.1703,70236800
1992-03-24,1.1703,1.1749,1.1101,1.1333,119420800
1992-03-25,1.1379,1.1379,1.1101,1.1148,87724800
1992-03-26,1.1240,1.1286,1.0755,1.0870,125628800
1992-03-27,1.0778,1.0824,0.9529,1.0222,375180800
1992-03-30,1.0361,1.0454,0.9714,0.9852,184208000
1992-03-31,0.9806,1.0408,0.9714,1.0222,110288000
1992-04-01,1.0222,1.0315,0.9921,1.0315,116704000
1992-04-02,1.0269,1.0454,1.0130,1.0222,55993600
1992-04-03,1.0222,1.0315,0.9945,1.0130,49840000
1992-04-06,1.0222,1.0731,1.0176,1.0707,62393600
1992-04-07,1.0707,1.0870,1.0361,1.0408,109404800
1992-04-08,1.0361,1.0685,1.0176,1.0639,91190400
1992-04-09,1.0685,1.0963,1.0084,1.0593,115696000
1992-04-10,1.0176,1.0222,0.9436,0.9460,272249600
1992-04-13,0.9529,0.9529,0.9112,0.9227,122464000
1992-04-14,0.9297,0.9852,0.9297,0.9667,128256000
1992-04-15,0.9806,0.9899,0.9575,0.9899,83011200
1992-04-16,0.9945,0.9945,0.9529,0.9667,57302400
1992-04-20,0.9575,0.9621,0.9205,0.9436,74470400
1992-04-21,0.9390,0.9482,0.9159,0.9344,68006400
1992-04-22,0.9390,0.9760,0.9344,0.9667,61084800
1992-04-23,0.9667,0.9806,0.9390,0.9621,56556800
1992-04-24,0.9529,0.9667,0.9506,0.9575,35404800
1992-04-27,0.9529,0.9760,0.9390,0.9436,33968000
1992-04-28,0.9390,0.9436,0.9066,0.9390,77270400
1992-04-29,0.9436,0.9714,0.9390,0.9645,55740800
1992-04-30,0.9621,0.9899,0.9621,0.9899,45036800
1992-05-01,0.9899,0.9945,0.9621,0.9736,31638400
1992-05-04,0.9714,0.9945,0.9667,0.9714,41372800
1992-05-05,0.9714,1.0130,0.9621,1.0062,60560000
1992-05-06,1.0084,1.0130,0.9899,0.9945,33420800
1992-05-07,0.9945,0.9991,0.9806,0.9945,31174400
1992-05-08,0.9945,1.0037,0.9691,0.9876,22963200
1992-05-11,0.9899,1.0037,0.9806,0.9830,28163200
1992-05-12,0.9921,0.9945,0.9482,0.9551,55120000
1992-05-13,0.9575,0.9621,0.9390,0.9482,58432000
1992-05-14,0.9227,0.9251,0.8789,0.9066,196044800
1992-05-15,0.8974,0.9205,0.8835,0.8927,72089600
1992-05-18,0.8927,0.8974,0.8696,0.8742,81084800
1992-05-19,0.8720,0.8789,0.8604,0.8696,99683200
1992-05-20,0.8742,0.8927,0.8742,0.8857,58889600
1992-05-21,0.8881,0.8881,0.8650,0.8789,78374400
1992-05-22,0.8881,0.8974,0.8789,0.8974,45286400
1992-05-26,0.8974,0.9020,0.8835,0.8835,41830400
1992-05-27,0.8927,0.9159,0.8881,0.9159,54323200
1992-05-28,0.9159,0.9344,0.9112,0.9344,54521600
1992-05-29,0.9390,0.9436,0.9251,0.9251,55043200
1992-06-01,0.9251,0.9436,0.9205,0.9436,41945600
1992-06-02,0.9436,0.9529,0.9297,0.9460,32326400
1992-06-03,0.9436,0.9667,0.9436,0.9529,61388800
1992-06-04,0.9482,0.9529,0.9251,0.9297,31622400
1992-06-05,0.9344,0.9390,0.9159,0.9251,42348800
1992-06-08,0.9251,0.9390,0.9159,0.9366,20777600
1992-06-09,0.9436,0.9482,0.9344,0.9412,52070400
1992-06-10,0.9436,0.9436,0.9205,0.9275,25292800
1992-06-11,0.9251,0.9297,0.9159,0.9251,22080000
1992-06-12,0.9297,0.9436,0.9112,0.9159,42780800
1992-06-15,0.9205,0.9251,0.8927,0.8974,37779200
1992-06-16,0.8974,0.9159,0.8881,0.8974,37974400
1992-06-17,0.8974,0.9066,0.8835,0.8835,48400000
1992-06-18,0.9667,0.9760,0.9205,0.9436,257920000
1992-06-19,0.9436,0.9806,0.9436,0.9760,107964800
1992-06-22,0.9714,1.0106,0.9529,0.9991,97388800
1992-06-23,1.0084,1.0222,1.0037,1.0176,86236800
1992-06-24,1.0130,1.0176,1.0037,1.0130,63081600
1992-06-25,1.0130,1.0222,0.9899,1.0062,100275200
1992-06-26,0.9991,1.0222,0.9991,1.0222,49772800
1992-06-29,1.0222,1.0685,1.0222,1.0685,80857600
1992-06-30,1.0661,1.0685,1.0500,1.0546,47635200
1992-07-01,1.0546,1.0731,1.0500,1.0731,45616000
1992-07-02,1.0731,1.0802,1.0291,1.0337,67465600
1992-07-06,1.0361,1.0546,1.0269,1.0546,40646400
1992-07-07,1.0500,1.0639,1.0361,1.0385,44755200
1992-07-08,1.0361,1.0546,1.0222,1.0546,60480000
1992-07-09,1.0500,1.0731,1.0432,1.0639,56300800
1992-07-10,1.0639,1.0685,1.0408,1.0454,41760000
1992-07-13,1.0454,1.0639,1.0361,1.0500,52627200
1992-07-14,1.0685,1.0870,1.0546,1.0778,48620800
1992-07-15,1.0824,1.1009,1.0731,1.0778,55488000
1992-07-16,1.0778,1.0824,1.0500,1.0731,46323200
1992-07-17,1.0685,1.0685,1.0361,1.0361,62150400
1992-07-20,1.0315,1.0361,1.0130,1.0315,49804800
1992-07-21,1.0315,1.0500,1.0269,1.0454,42684800
1992-07-22,1.0408,1.0617,1.0176,1.0222,79040000
1992-07-23,1.0269,1.0639,1.0269,1.0639,43952000
1992-07-24,1.0500,1.0870,1.0500,1.0778,53273600
1992-07-27,1.0685,1.0731,1.0476,1.0500,46646400
1992-07-28,1.0500,1.0963,1.0500,1.0963,71257600
1992-07-29,1.0963,1.1148,1.0870,1.0870,83977600
1992-07-30,1.0870,1.1009,1.0778,1.0916,30352000
1992-07-31,1.1077,1.1148,1.0963,1.1055,42960000
1992-08-03,1.1148,1.1310,1.1055,1.1262,44464000
1992-08-04,1.1286,1.1333,1.1148,1.1216,25936000
1992-08-05,1.1148,1.1240,1.0963,1.0987,25440000
1992-08-06,1.1009,1.1055,1.0778,1.0824,33312000
1992-08-07,1.0824,1.0963,1.0685,1.0846,53241600
1992-08-10,1.0824,1.0963,1.0778,1.0940,27929600
1992-08-11,1.0916,1.0963,1.0731,1.0916,30524800
1992-08-12,1.0870,1.0963,1.0685,1.0685,39523200
1992-08-13,1.0593,1.0870,1.0593,1.0824,33561600
1992-08-14,1.0824,1.1101,1.0778,1.1031,29382400
1992-08-17,1.1055,1.1125,1.0824,1.0824,40051200
1992-08-18,1.0824,1.0916,1.0593,1.0685,36672000
1992-08-19,1.0685,1.0685,1.0361,1.0361,38768000
1992-08-20,1.0361,1.0593,1.0315,1.0570,61270400
1992-08-21,1.0546,1.0639,1.0269,1.0454,54940800
1992-08-24,1.0315,1.0408,1.0176,1.0200,34681600
1992-08-25,1.0222,1.0454,1.0037,1.0408,46585600
1992-08-26,1.0500,1.0661,1.0454,1.0546,31376000
1992-08-27,1.0685,1.0778,1.0639,1.0685,52048000
1992-08-28,1.0685,1.0731,1.0593,1.0685,13731200
1992-08-31,1.0685,1.0824,1.0661,1.0731,35846400
1992-09-01,1.0685,1.0963,1.0685,1.0940,68992000
1992-09-02,1.0916,1.1333,1.0916,1.1240,65782400
1992-09-03,1.1333,1.1656,1.1333,1.1518,119360000
1992-09-04,1.1518,1.1564,1.1286,1.1333,41904000
1992-09-08,1.1286,1.1333,1.1148,1.1286,40576000
1992-09-09,1.1333,1.1656,1.1286,1.1656,41148800
1992-09-10,1.1564,1.1934,1.1564,1.1888,75148800
1992-09-11,1.1841,1.1934,1.1727,1.1841,46716800
1992-09-14,1.1980,1.2119,1.1795,1.2119,102953600
1992-09-15,1.2051,1.2073,1.1703,1.1795,47408000
1992-09-16,1.1564,1.1980,1.1564,1.1795,78720000
1992-09-17,1.2119,1.2119,1.1795,1.1934,47664000
1992-09-18,1.2026,1.2119,1.1934,1.2073,51510400
1992-09-21,1.1980,1.2073,1.1841,1.2002,32902400
1992-09-22,1.1980,1.2073,1.1888,1.1888,28374400
1992-09-23,1.1888,1.2350,1.1841,1.2326,93046400
1992-09-24,1.2304,1.2396,1.2073,1.2211,52227200
1992-09-25,1.2258,1.2258,1.1841,1.1980,50502400
1992-09-28,1.1934,1.2073,1.1841,1.2073,27369600
1992-09-29,1.2073,1.2165,1.2026,1.2119,54953600
1992-09-30,1.2119,1.2258,1.2119,1.2165,37331200
1992-10-01,1.2119,1.2165,1.1771,1.1795,40304000
1992-10-02,1.1795,1.1841,1.1564,1.1564,54534400
1992-10-05,1.1518,1.1841,1.1240,1.1771,71792000
1992-10-06,1.1934,1.2258,1.1841,1.2119,72070400
1992-10-07,1.2165,1.2443,1.2119,1.2165,71756800
1992-10-08,1.2304,1.2489,1.2141,1.2258,82960000
1992-10-09,1.2258,1.2489,1.2165,1.2304,83558400
1992-10-12,1.2304,1.2443,1.1888,1.2187,127747200
1992-10-13,1.2165,1.2258,1.1841,1.1956,102732800
1992-10-14,1.1980,1.2026,1.1610,1.1680,66595200
1992-10-15,1.1564,1.1841,1.1518,1.1841,43696000
1992-10-16,1.1841,1.1934,1.1564,1.1703,44601600
1992-10-19,1.1703,1.2211,1.1703,1.2187,60547200
1992-10-20,1.2350,1.2467,1.2211,1.2350,125366400
1992-10-21,1.2396,1.2767,1.2350,1.2767,129488000
1992-10-22,1.2720,1.2791,1.2489,1.2535,41475200
1992-10-23,1.2535,1.2582,1.2350,1.2421,57705600
1992-10-26,1.2461,1.2739,1.2276,1.2693,30038400
1992-10-27,1.2739,1.2739,1.2368,1.2461,41779200
1992-10-28,1.2276,1.2461,1.2114,1.2461,69376000
1992-10-29,1.2507,1.2646,1.2229,1.2322,50518400
1992-10-30,1.2229,1.2507,1.2044,1.2507,88067200
1992-11-02,1.2415,1.2600,1.2322,1.2554,30457600
1992-11-03,1.2554,1.2646,1.2368,1.2461,32563200
1992-11-04,1.2415,1.2600,1.2391,1.2529,22099200
1992-11-05,1.2600,1.3017,1.2507,1.2970,98960000
1992-11-06,1.2924,1.2970,1.2785,1.2785,28150400
1992-11-09,1.2831,1.2970,1.2693,1.2831,47984000
1992-11-10,1.2924,1.3017,1.2785,1.2946,87190400
1992-11-11,1.2924,1.3109,1.2924,1.3041,85155200
1992-11-12,1.2970,1.3063,1.2739,1.2831,46230400
1992-11-13,1.2878,1.3017,1.2600,1.3017,57190400
1992-11-16,1.2970,1.3017,1.2693,1.2739,50000000
1992-11-17,1.2693,1.2739,1.2415,1.2554,65488000
1992-11-18,1.2554,1.2924,1.2507,1.2878,61968000
1992-11-19,1.3017,1.3017,1.2924,1.2924,49763200
1992-11-20,1.2970,1.3109,1.2924,1.3063,65715200
1992-11-23,1.3017,1.3063,1.2785,1.2924,34083200
1992-11-24,1.2878,1.3017,1.2831,1.3017,38572800
1992-11-25,1.3017,1.3085,1.2924,1.3063,56268800
1992-11-27,1.3063,1.3226,1.3017,1.3156,20764800
1992-11-30,1.3156,1.3387,1.3156,1.3248,67798400
1992-12-01,1.3295,1.3619,1.3156,1.3526,64393600
1992-12-02,1.3573,1.3665,1.3387,1.3573,53292800
1992-12-03,1.4175,1.4314,1.3851,1.4314,190009600
1992-12-04,1.4360,1.4638,1.4314,1.4592,123107200
1992-12-07,1.4545,1.4684,1.4221,1.4638,74800000
1992-12-08,1.4684,1.4684,1.4360,1.4499,62512000
1992-12-09,1.4499,1.4731,1.4406,1.4731,97632000
1992-12-10,1.4684,1.4916,1.4499,1.4916,89577600
1992-12-11,1.4823,1.4916,1.4545,1.4614,53078400
1992-12-14,1.4638,1.4799,1.4453,1.4453,40000000
1992-12-15,1.4360,1.4453,1.4175,1.4338,70790400
1992-12-16,1.4360,1.5518,1.4360,1.5472,201126400
1992-12-17,1.5518,1.6213,1.5472,1.6028,211177600
1992-12-18,1.5843,1.5935,1.5750,1.5843,102729600
1992-12-21,1.5796,1.6723,1.5750,1.6676,85929600
1992-12-22,1.6676,1.6815,1.6074,1.6445,106176000
1992-12-23,1.6491,1.6723,1.6445,1.6676,82617600
1992-12-24,1.6676,1.6769,1.6630,1.6676,20544000
1992-12-28,1.6723,1.6769,1.6584,1.6747,28563200
1992-12-29,1.6815,1.6954,1.6445,1.6491,68384000
1992-12-30,1.6491,1.6537,1.6167,1.6306,61283200
1992-12-31,1.6352,1.6352,1.6074,1.6120,36086400
1993-01-04,1.6120,1.6213,1.5981,1.6028,59820800
1993-01-05,1.6028,1.6862,1.5981,1.6862,117472000
1993-01-06,1.7603,1.8483,1.7393,1.8274,268435200
1993-01-07,1.8251,1.9085,1.8020,1.8459,266057600
1993-01-08,1.8483,1.8761,1.8112,1.8298,121020800
1993-01-11,1.8344,1.9039,1.8251,1.8970,105164800
1993-01-12,1.8715,1.9131,1.8529,1.8900,151785600
1993-01-13,1.8946,2.0660,1.8390,2.0406,343283200
1993-01-14,2.0382,2.1401,2.0358,2.0892,235817600
1993-01-15,2.0753,2.1216,2.0290,2.0706,212144000
1993-01-18,2.0706,2.1679,2.0660,2.1609,147065600
1993-01-19,2.1587,2.1865,2.1170,2.1262,130131200
1993-01-20,2.1262,2.1309,2.0845,2.0868,93238400
1993-01-21,2.0845,2.0984,2.0521,2.0753,97369600
1993-01-22,2.0753,2.1262,2.0521,2.0660,91292800
1993-01-25,2.0706,2.1216,2.0660,2.0892,68403200
1993-01-26,2.0910,2.1652,2.0864,2.1212,121520000
1993-01-27,2.1281,2.1327,2.0632,2.0886,95401600
1993-01-28,2.0817,2.0910,2.0075,2.0215,144377600
1993-01-29,2.0215,2.0493,1.9658,1.9797,110473600
1993-02-01,1.9844,2.0656,1.9844,2.0632,102080000
1993-02-02,2.0632,2.0678,2.0261,2.0632,64544000
1993-02-03,2.0610,2.0725,2.0075,2.0190,100979200
1993-02-04,2.0261,2.0493,1.9658,2.0261,171360000
1993-02-05,2.0215,2.0493,1.9565,1.9820,141500800
1993-02-08,1.9844,2.0005,1.9473,1.9682,119747200
1993-02-09,2.0585,2.0817,2.0075,2.0493,166931200
1993-02-10,2.0864,2.1281,2.0817,2.1235,146563200
1993-02-11,2.1281,2.1466,2.0725,2.0841,91852800
1993-02-12,2.0864,2.0910,2.0539,2.0585,61459200
1993-02-16,2.0446,2.0539,1.9380,1.9634,194908800
1993-02-17,1.9751,2.0168,1.9334,2.0122,156316800
1993-02-18,2.0539,2.0771,1.9890,2.0400,167945600
1993-02-19,2.0539,2.1420,2.0424,2.1398,131974400
1993-02-22,2.1374,2.1652,2.1049,2.1235,106172800
1993-02-23,2.1281,2.1327,2.0678,2.1003,83292800
1993-02-24,2.0864,2.1884,2.0771,2.1837,133068800
1993-02-25,2.1791,2.2255,2.1698,2.1884,136691200
1993-02-26,2.1837,2.2162,2.1513,2.1605,127846400
1993-03-01,2.1652,2.1698,2.1281,2.1374,97376000
1993-03-02,2.1374,2.2255,2.1142,2.2162,94083200
1993-03-03,2.2115,2.2486,2.1791,2.2230,137084800
1993-03-04,2.2208,2.2301,2.1745,2.1999,63977600
1993-03-05,2.1976,2.2023,2.1466,2.1466,109628800
1993-03-08,2.1513,2.2208,2.1513,2.2069,89987200
1993-03-09,2.1791,2.2045,2.1559,2.1884,102092800
1993-03-10,2.1884,2.1884,2.1513,2.1722,86713600
1993-03-11,2.1837,2.2023,2.1652,2.1674,62915200
1993-03-12,2.1605,2.1930,2.1327,2.1813,64838400
1993-03-15,2.1930,2.2023,2.1769,2.1999,36416000
1993-03-16,2.2162,2.2486,2.2069,2.2208,100659200
1993-03-17,2.2208,2.2208,2.1235,2.1281,164188800
1993-03-18,2.1513,2.1652,2.1374,2.1466,117177600
1993-03-19,2.1513,2.1605,2.1095,2.1095,94777600
1993-03-22,2.1142,2.1142,2.0632,2.0956,129923200
1993-03-23,2.1142,2.1374,2.0771,2.0864,116403200
1993-03-24,2.0864,2.1188,2.0817,2.1188,84268800
1993-03-25,2.1327,2.1513,2.1095,2.1398,69315200
1993-03-26,2.1559,2.1605,2.1142,2.1166,48230400
1993-03-29,2.1188,2.1513,2.1142,2.1188,46579200
1993-03-30,2.1235,2.1466,2.1142,2.1420,52864000
1993-03-31,2.1513,2.1652,2.1327,2.1327,56995200
1993-04-01,2.1303,2.1374,2.0632,2.0678,104662400
1993-04-02,2.0493,2.0700,1.9658,1.9936,185769600
1993-04-05,2.0029,2.0446,1.9890,2.0424,78742400
1993-04-06,2.0678,2.0910,2.0539,2.0678,83731200
1993-04-07,2.0678,2.1142,2.0585,2.1142,88096000
1993-04-08,2.1188,2.1327,2.0771,2.0956,70963200
1993-04-12,2.1095,2.2440,2.1095,2.1791,187472000
1993-04-13,2.1791,2.1884,2.0632,2.0886,184787200
1993-04-14,2.0817,2.1095,2.0493,2.0910,127923200
1993-04-15,2.0771,2.0864,2.0632,2.0700,123148800
1993-04-16,2.0725,2.0747,2.0261,2.0400,159964800
1993-04-19,1.8638,1.8731,1.7572,1.8128,567708800
1993-04-20,1.8221,1.8987,1.8175,1.8731,246729600
1993-04-21,1.8824,1.9055,1.8731,1.9055,94544000
1993-04-22,1.8731,1.8870,1.7757,1.7804,221980800
1993-04-23,1.7804,1.7850,1.7062,1.7201,310691200
1993-04-26,1.6966,1.7221,1.5874,1.6224,371200000
1993-04-27,1.6246,1.7128,1.6246,1.7081,268764800
1993-04-28,1.7221,1.7638,1.7196,1.7545,123785600
1993-04-29,1.7499,1.7870,1.7221,1.7778,94774400
1993-04-30,1.7870,1.8149,1.7592,1.7662,92723200
1993-05-03,1.7778,1.8149,1.7685,1.8010,69446400
1993-05-04,1.8102,1.9031,1.8102,1.8823,138217600
1993-05-05,1.8799,1.9124,1.8474,1.8845,107324800
1993-05-06,1.9170,1.9263,1.8752,1.8799,94188800
1993-05-07,1.8752,1.9077,1.8706,1.8938,71398400
1993-05-10,1.9077,1.9216,1.8938,1.9031,79980800
1993-05-11,1.8752,1.8845,1.8405,1.8474,117996800
1993-05-12,1.8427,1.8474,1.8125,1.8195,51830400
1993-05-13,1.8102,1.8242,1.7824,1.8171,75910400
1993-05-14,1.8195,1.8427,1.8102,1.8102,54035200
1993-05-17,1.8195,1.8452,1.8102,1.8381,39030400
1993-05-18,1.8567,1.8799,1.8474,1.8799,78041600
1993-05-19,1.8938,1.9634,1.8892,1.9402,111481600
1993-05-20,1.9449,1.9495,1.9216,1.9356,53545600
1993-05-21,1.9333,1.9495,1.9170,1.9216,63763200
1993-05-24,1.9216,1.9541,1.8938,1.9309,51654400
1993-05-25,1.9263,1.9402,1.9077,1.9263,52137600
1993-05-26,1.9727,2.0563,1.9588,2.0516,167446400
1993-05-27,2.0702,2.1073,2.0702,2.0934,144156800
1993-05-28,2.0887,2.0887,2.0284,2.0585,67561600
1993-06-01,2.0609,2.1513,2.0563,2.1444,134483200
1993-06-02,2.1352,2.1537,2.1120,2.1305,80611200
1993-06-03,2.1166,2.1305,2.0934,2.1142,50803200
1993-06-04,2.0980,2.1166,2.0795,2.0934,53248000
1993-06-07,2.2325,2.2466,2.1352,2.1582,86333600
1993-06-08,2.1723,2.1723,2.0702,2.1025,75200000
1993-06-09,2.1073,2.1073,2.0423,2.0750,81284800
1993-06-10,2.0423,2.0516,2.0145,2.0282,75241600
1993-06-11,2.0609,2.1073,2.0423,2.0980,45609600
1993-06-14,2.0980,2.1352,2.0887,2.1211,32750400
1993-06-15,2.1259,2.1723,2.1121,2.1444,47724800
1993-06-16,2.1352,2.1537,2.0795,2.0980,42097600
1993-06-17,2.1073,2.1073,2.0330,2.0839,53537600
1993-06-18,2.1073,2.1166,2.0423,2.0564,61915200
1993-06-21,2.0564,2.1073,2.0330,2.1073,40246400
1993-06-22,2.0887,2.0980,2.0516,2.0609,44508800
1993-06-23,2.0702,2.0702,2.0238,2.0423,53142400
1993-06-24,1.9959,2.0238,1.9636,1.9959,94376000
1993-06-25,1.9911,2.0516,1.9773,2.0282,45769600
1993-06-28,2.0238,2.0795,2.0238,2.0795,45544000
1993-06-29,2.1073,2.1259,2.0795,2.0980,57700800
1993-06-30,2.0887,2.1073,2.0238,2.0423,42961600
1993-07-01,2.0423,2.0516,1.9773,2.0052,75560000
1993-07-02,2.0145,2.0145,1.9725,2.0007,41417600
1993-07-06,2.0145,2.0423,1.9588,1.9773,44809600
1993-07-07,1.9681,1.9773,1.9309,1.9540,59035200
1993-07-08,1.9636,2.0330,1.9402,2.0330,43812800
1993-07-09,2.0238,2.0887,1.9959,2.0795,64132800
1993-07-12,2.0980,2.1166,1.9681,2.0654,135345600
1993-07-13,2.0609,2.0702,1.9866,2.0238,81499200
1993-07-14,2.0238,2.0423,1.9681,1.9822,59040000
1993-07-15,1.9866,1.9959,1.9495,1.9588,47083200
1993-07-16,1.9402,1.9495,1.8659,1.8752,99308800
1993-07-19,1.8659,1.9031,1.8288,1.8893,95104000
1993-07-20,1.9031,1.9402,1.8845,1.9309,48841600
1993-07-21,1.9124,1.9216,1.8797,1.8983,33388800
1993-07-22,1.9124,1.9124,1.8288,1.8567,43457600
1993-07-23,1.8845,1.9495,1.8752,1.9216,44576000
1993-07-26,1.9235,1.9978,1.9235,1.9655,52528000
1993-07-27,1.9978,2.0071,1.9142,1.9699,72420800
1993-07-28,1.9606,1.9978,1.9513,1.9930,25102400
1993-07-29,2.0071,2.0164,1.9606,1.9699,25841600
1993-07-30,1.9421,1.9513,1.9142,1.9421,39956800
1993-08-02,1.9421,1.9885,1.9421,1.9558,31742400
1993-08-03,1.9699,2.0116,1.9606,1.9699,34998400
1993-08-04,1.9885,2.0443,1.9792,2.0443,59088000
1993-08-05,2.0443,2.0814,2.0350,2.0721,61473600
1993-08-06,2.0907,2.1372,2.0770,2.1279,82009600
1993-08-09,2.1186,2.2022,2.0907,2.1465,107350400
1993-08-10,2.1372,2.1651,2.1093,2.1141,48619200
1993-08-11,2.1744,2.1929,2.1651,2.1836,71593600
1993-08-12,2.1836,2.2115,2.1651,2.1885,79372800
1993-08-13,2.1836,2.2301,2.1836,2.2208,68516800
1993-08-16,2.2208,2.3974,2.2115,2.3929,175865600
1993-08-17,2.3695,2.4438,2.3602,2.4159,97726400
1993-08-18,2.4624,2.4996,2.4159,2.4345,99955200
1993-08-19,2.4252,2.4438,2.3557,2.3788,64408000
1993-08-20,2.3788,2.4438,2.3230,2.3695,72768000
1993-08-23,2.3416,2.4390,2.3000,2.3881,71700800
1993-08-24,2.3647,2.3974,2.3416,2.3602,65600000
1993-08-25,2.3509,2.3881,2.2903,2.3230,56712000
1993-08-26,2.3137,2.3788,2.2766,2.3557,54320000
1993-08-27,2.3509,2.3881,2.3230,2.3647,27264000
1993-08-30,2.3602,2.4067,2.3602,2.3788,29600000
1993-08-31,2.3832,2.3974,2.3509,2.3881,31971200
1993-09-01,2.3695,2.3881,2.3323,2.3602,45500800
1993-09-02,2.3416,2.3602,2.3323,2.3416,30043200
1993-09-03,2.3230,2.3416,2.3137,2.3323,27585600
1993-09-07,2.3416,2.3788,2.2859,2.3044,35488000
1993-09-08,2.2859,2.3509,2.2394,2.3416,86782400
1993-09-09,2.3602,2.4345,2.3230,2.4067,82708800
1993-09-10,2.4438,2.4810,2.4159,2.4345,74587200
1993-09-13,2.4252,2.4531,2.4067,2.4067,30587200
1993-09-14,2.3602,2.3743,2.2952,2.3509,98814400
1993-09-15,2.3602,2.4159,2.3323,2.4115,90660800
1993-09-16,2.3974,2.4067,2.3695,2.3788,33553600
1993-09-17,2.3509,2.4067,2.3416,2.3881,47414400
1993-09-20,2.4067,2.4810,2.3881,2.4204,54420800
1993-09-21,2.4252,2.4717,2.3695,2.4252,60798400
1993-09-22,2.4345,2.5182,2.4345,2.4996,75945600
1993-09-23,2.5133,2.5646,2.4996,2.5416,56939200
1993-09-24,2.5460,2.5832,2.5089,2.5553,44264000
1993-09-27,2.5646,2.6531,2.5646,2.6159,62544000
1993-09-28,2.6390,2.7040,2.5925,2.7040,68897600
1993-09-29,2.7319,2.7598,2.6903,2.7226,106225600
1993-09-30,2.7040,2.7040,2.6204,2.6297,68577600
1993-10-01,2.6575,2.7412,2.6390,2.7133,81172800
1993-10-04,2.6483,2.7460,2.6390,2.7040,56750400
1993-10-05,2.6854,2.6992,2.5553,2.6018,142361600
1993-10-06,2.6204,2.6575,2.5739,2.5739,86118400
1993-10-07,2.5646,2.5646,2.5044,2.5553,105950400
1993-10-08,2.5646,2.6111,2.5319,2.6111,82057600
1993-10-11,2.6297,2.6575,2.4252,2.4345,322280000
1993-10-12,2.4531,2.4903,2.4067,2.4159,212414400
1993-10-13,2.3602,2.3881,2.2859,2.3602,200088000
1993-10-14,2.3788,2.4252,2.3602,2.4067,71899200
1993-10-15,2.4624,2.4672,2.3974,2.4067,89185600
1993-10-18,2.4252,2.4345,2.3323,2.3416,77270400
1993-10-19,2.3323,2.3695,2.3000,2.3137,83560000
1993-10-20,2.3137,2.3602,2.3137,2.3323,64544000
1993-10-21,2.3230,2.4067,2.2952,2.3974,61107200
1993-10-22,2.4067,2.4438,2.3695,2.3881,56268800
1993-10-25,2.3929,2.4067,2.3323,2.3602,37923200
1993-10-26,2.3527,2.3948,2.3341,2.3713,51344000
1993-10-27,2.3713,2.4178,2.3620,2.3992,37292800
1993-10-28,2.3434,2.3806,2.3248,2.3620,60920000
1993-10-29,2.3620,2.3899,2.3341,2.3527,40308800
1993-11-01,2.3527,2.3713,2.3341,2.3527,28537600
1993-11-02,2.3527,2.3713,2.3248,2.3341,55489600
1993-11-03,2.3248,2.3434,2.2505,2.2646,124995200
1993-11-04,2.2691,2.2691,2.1575,2.1947,128688000
1993-11-05,2.1761,2.2691,2.1619,2.2598,83112000
1993-11-08,2.2598,2.2691,2.2226,2.2319,42608000
1993-11-09,2.2598,2.3155,2.2598,2.2691,71232000
1993-11-10,2.3248,2.3713,2.3063,2.3620,95024000
1993-11-11,2.3527,2.3992,2.3527,2.3713,51193600
1993-11-12,2.3713,2.3713,2.3248,2.3341,47713600
1993-11-15,2.3341,2.3341,2.2226,2.2319,88811200
1993-11-16,2.2319,2.2598,2.1668,2.2505,85782400
1993-11-17,2.2877,2.2970,2.1761,2.1902,90747200
1993-11-18,2.2040,2.2319,2.1389,2.1530,140396800
1993-11-19,2.1530,2.1854,2.1017,2.1158,97624000
1993-11-22,2.0924,2.1575,2.0924,2.1389,76011200
1993-11-23,2.1668,2.2133,2.1575,2.1902,62088000
1993-11-24,2.2133,2.2505,2.2040,2.2319,55235200
1993-11-26,2.2646,2.2691,2.2363,2.2412,14734400
1993-11-29,2.2784,2.2970,2.2226,2.2274,58473600
1993-11-30,2.2319,2.2970,2.2133,2.2877,63641600
1993-12-01,2.2970,2.3620,2.2877,2.3341,85136000
1993-12-02,2.3248,2.3527,2.2877,2.3434,47347200
1993-12-03,2.3620,2.3713,2.3248,2.3620,45374400
1993-12-06,2.1203,2.2177,2.1017,2.2133,269475200
1993-12-07,2.2226,2.2598,2.1761,2.2088,98324800
1993-12-08,2.2040,2.2319,2.1947,2.2133,53771200
1993-12-09,2.1761,2.1854,2.1296,2.1575,77976000
1993-12-10,2.1575,2.1619,2.0924,2.0924,68502400
1993-12-13,2.1158,2.1482,2.1110,2.1389,55952000
1993-12-14,2.1389,2.1575,2.1110,2.1389,50587200
1993-12-15,2.1575,2.1947,2.1389,2.1854,59876800
1993-12-16,2.1947,2.2226,2.1761,2.1854,46481600
1993-12-17,2.1947,2.2133,2.1389,2.1575,58496000
1993-12-20,2.1668,2.1854,2.1344,2.1761,37140800
1993-12-21,2.1619,2.2177,2.1530,2.2133,54096000
1993-12-22,2.2133,2.3155,2.2133,2.2970,95432000
1993-12-23,2.3155,2.3434,2.2970,2.3107,66342400
1993-12-27,2.3155,2.3434,2.3063,2.3341,29566400
1993-12-28,2.3806,2.4085,2.3620,2.3806,79996800
1993-12-29,2.3620,2.3806,2.3434,2.3479,53526400
1993-12-30,2.3527,2.3620,2.3248,2.3434,31067200
